DATE,station,name,prcp,snow,tmax,tmin,target,rolling_3_tmax,tmax_pct_change,rolling_3_tmin,tmin_pct_change,rolling_3_prcp,prcp_pct_change,rolling_14_tmax,rolling_14_tmin,rolling_14_prcp
1975-01-27,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,81.0,46.0,72.0,73.33333333333333,0.3294255568581477,43.333333333333336,0.19259259259259265,0.0,-1.0,60.92857142857143,38.57142857142857,0.01
1975-01-28,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,72.0,50.0,66.0,73.33333333333333,0.163972286374134,47.0,0.24777183600713018,0.0,-1.0,61.857142857142854,40.07142857142857,0.01
1975-01-29,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,66.0,55.0,74.0,73.0,0.06329113924050636,50.333333333333336,0.3162393162393163,0.0,-1.0,62.07142857142857,41.785714285714285,0.01
1975-01-30,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.13,0.0,74.0,51.0,54.0,70.66666666666667,0.16535433070866143,52.0,0.19000000000000009,0.043333333333333335,5.74074074074074,63.5,42.857142857142854,0.019285714285714288
1975-01-31,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",2.39,0.0,54.0,44.0,46.0,64.66666666666667,-0.15436241610738252,50.0,0.02666666666666674,0.84,11.722433460076045,63.857142857142854,42.857142857142854,0.1878571428571429
1975-02-01,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",2.03,0.0,46.0,43.0,47.0,58.0,-0.2673492605233219,46.0,0.006688963210702318,1.5166666666666666,5.111827956989246,62.785714285714285,42.714285714285715,0.3321428571428572
1975-02-04,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.2,0.0,54.0,46.0,47.0,50.0,-0.11371629542790156,44.333333333333336,0.02060221870047548,0.20333333333333334,-0.46768060836501907,60.92857142857143,45.07142857142857,0.3757142857142858
1975-02-05,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,47.0,35.0,35.0,50.0,-0.22950819672131148,41.666666666666664,-0.21974522292993626,0.12,-1.0,61.0,44.857142857142854,0.3757142857142858
1975-02-08,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,61.0,33.0,37.0,47.333333333333336,0.06883604505632043,26.0,-0.203448275862069,0.0,-1.0,57.07142857142857,41.42857142857143,0.3685714285714286
1975-02-09,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,37.0,26.0,63.0,48.0,-0.32639791937581275,26.333333333333332,-0.3511586452762923,0.0,-1.0,54.92857142857143,40.07142857142857,0.3685714285714286
1975-02-10,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,63.0,27.0,64.0,53.666666666666664,0.17443408788282283,28.666666666666668,-0.3025830258302583,0.0,-1.0,53.642857142857146,38.714285714285715,0.3685714285714286
1975-02-11,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,64.0,41.0,60.0,54.666666666666664,0.2059219380888291,31.333333333333332,0.07692307692307698,0.0,-1.0,53.07142857142857,38.07142857142857,0.3685714285714286
1975-02-12,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,60.0,35.0,71.0,62.333333333333336,0.1397557666214382,34.333333333333336,-0.04483430799220281,0.0,-1.0,52.642857142857146,36.642857142857146,0.3685714285714286
1975-02-13,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,71.0,36.0,75.0,65.0,0.35422343324250677,37.333333333333336,0.012048192771084395,0.0,-1.0,52.42857142857143,35.57142857142857,0.3592857142857143
1975-02-14,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,75.0,47.0,63.0,68.66666666666667,0.390728476821192,39.333333333333336,0.31337325349301404,0.0,-1.0,53.92857142857143,35.785714285714285,0.18857142857142858
1975-02-15,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.01,0.0,63.0,40.0,50.0,69.66666666666667,0.14248704663212428,41.0,0.12449799196787155,0.0033333333333333335,-0.7741935483870969,55.142857142857146,35.57142857142857,0.04428571428571432
1975-02-16,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.04,0.0,50.0,35.0,60.0,62.666666666666664,-0.09677419354838705,40.666666666666664,0.0,0.016666666666666666,0.36585365853658375,55.357142857142854,35.0,0.02928571428571432
1975-02-17,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,60.0,31.0,51.0,57.666666666666664,0.06870229007633583,35.333333333333336,-0.09014675052410896,0.016666666666666666,-1.0,56.142857142857146,34.07142857142857,0.017857142857142887
1975-02-18,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,51.0,36.0,55.0,53.666666666666664,-0.08812260536398471,34.0,0.07922912205567462,0.013333333333333334,-1.0,55.92857142857143,33.357142857142854,0.0035714285714286034
1975-02-19,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,55.0,29.0,70.0,55.333333333333336,-0.02654867256637168,32.0,-0.11930585683297186,0.0,-1.0,56.5,32.92857142857143,0.0035714285714286034
1975-02-20,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,70.0,30.0,73.0,58.666666666666664,0.1864406779661017,31.666666666666668,-0.0987124463519313,0.0,-1.0,59.0,33.285714285714285,0.0035714285714286034
1975-02-21,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,73.0,53.0,68.0,66.0,0.19812426729191085,37.333333333333336,0.48697394789579146,0.0,-1.0,60.92857142857143,35.642857142857146,0.0035714285714286034
1975-02-24,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,53.0,33.0,66.0,55.0,-0.13418903150525088,33.0,-0.09765624999999994,0.3433333333333333,-1.0,61.214285714285715,36.57142857142857,0.07714285714285718
1975-02-25,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,66.0,35.0,59.0,54.333333333333336,0.07566938300349249,33.333333333333336,-0.031620553359683876,0.13,-1.0,61.357142857142854,36.142857142857146,0.07714285714285718
1975-02-26,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,59.0,39.0,64.0,59.333333333333336,-0.03729603729603728,35.666666666666664,0.07058823529411759,0.0,-1.0,61.285714285714285,36.42857142857143,0.07714285714285718
1975-02-27,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,64.0,37.0,69.0,63.0,0.052878965922444204,37.0,0.0136986301369863,0.0,-1.0,60.785714285714285,36.5,0.07714285714285718
1975-02-28,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,69.0,46.0,76.0,64.0,0.1431952662721894,40.666666666666664,0.26274509803921564,0.0,-1.0,60.357142857142854,36.42857142857143,0.07714285714285718
1975-03-01,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,76.0,44.0,64.0,69.66666666666667,0.24009324009324012,42.333333333333336,0.19844357976653693,0.0,-1.0,61.285714285714285,36.714285714285715,0.07642857142857147
1975-03-02,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,64.0,41.0,47.0,69.66666666666667,0.02752293577981653,43.666666666666664,0.10384615384615375,0.0,-1.0,62.285714285714285,37.142857142857146,0.07357142857142861
1975-03-03,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,47.0,38.0,53.0,62.333333333333336,-0.23399301513387658,41.0,0.009487666034155516,0.0,-1.0,61.357142857142854,37.642857142857146,0.07357142857142861
1975-03-04,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,53.0,38.0,57.0,54.666666666666664,-0.13821138211382114,39.0,0.005671077504725925,0.0,-1.0,61.5,37.785714285714285,0.07357142857142861
1975-03-05,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,57.0,37.0,77.0,52.333333333333336,-0.07531865585168022,37.666666666666664,-0.03538175046554927,0.0,-1.0,61.642857142857146,38.357142857142854,0.07357142857142861
1975-03-06,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,77.0,51.0,69.0,62.333333333333336,0.23908045977011488,42.0,0.27956989247311836,0.0,-1.0,62.142857142857146,39.857142857142854,0.07357142857142861
1975-03-07,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,69.0,43.0,58.0,67.66666666666667,0.11547344110854509,43.666666666666664,0.09854014598540138,0.0,-1.0,61.857142857142854,39.142857142857146,0.07357142857142861
1975-03-08,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,58.0,38.0,60.0,68.0,-0.05140186915887855,44.0,-0.036231884057971064,0.0,-1.0,61.142857142857146,39.42857142857143,0.02785714285714289
1975-03-09,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.15,0.0,60.0,45.0,59.0,62.333333333333336,-0.036697247706422,42.0,0.1150442477876107,0.049999999999999996,12.999999999999957,62.285714285714285,40.357142857142854,0.010714285714285746
1975-03-10,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,59.0,42.0,57.0,59.0,-0.05922551252847382,41.666666666666664,0.024390243902439025,0.049999999999999996,-1.0,62.714285714285715,41.0,0.010714285714285746
1975-03-11,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.05,0.0,57.0,41.0,57.0,58.666666666666664,-0.08170310701956268,42.666666666666664,-0.010344827586206945,0.06666666666666667,2.4999999999999925,62.07142857142857,41.42857142857143,0.014285714285714318
1975-03-12,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.2,0.0,57.0,40.0,45.0,57.666666666666664,-0.07958477508650522,41.0,-0.03614457831325301,0.08333333333333333,5.999999999999992,61.92857142857143,41.5,0.028571428571428605
1975-03-13,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.1,0.0,45.0,33.0,54.0,53.0,-0.2570754716981132,38.0,-0.19930675909878684,0.11666666666666668,1.7999999999999974,60.57142857142857,41.214285714285715,0.03571428571428575
1975-03-14,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,54.0,28.0,53.0,52.0,-0.09243697478991597,33.666666666666664,-0.29874776386404295,0.10000000000000002,-1.0,59.5,39.92857142857143,0.03571428571428575
1975-03-15,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.1,0.0,53.0,40.0,58.0,50.666666666666664,-0.08395061728395056,33.666666666666664,0.009009009009008931,0.06666666666666668,1.3333333333333315,57.857142857142854,39.642857142857146,0.04285714285714289
1975-03-16,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,58.0,44.0,64.0,55.0,0.00995024875621887,37.333333333333336,0.10394265232974918,0.03333333333333335,-1.0,57.42857142857143,39.857142857142854,0.04285714285714289
1975-03-17,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.07,0.0,64.0,40.0,68.0,58.333333333333336,0.09135200974421431,41.333333333333336,0.0,0.05666666666666668,0.4626865671641783,58.642857142857146,40.0,0.04785714285714289
1975-03-18,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,68.0,53.0,79.0,63.333333333333336,0.138755980861244,45.666666666666664,0.2904347826086957,0.023333333333333345,-1.0,59.714285714285715,41.07142857142857,0.04785714285714289
1975-03-19,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,79.0,43.0,80.0,70.33333333333333,0.2890442890442891,45.333333333333336,0.03614457831325301,0.023333333333333345,-1.0,61.285714285714285,41.5,0.04785714285714289
1975-03-20,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,80.0,52.0,79.0,75.66666666666667,0.3008130081300813,49.333333333333336,0.2508591065292097,0.0,-1.0,61.5,41.57142857142857,0.04785714285714289
1975-03-21,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,79.0,60.0,78.0,79.33333333333333,0.269804822043628,51.666666666666664,0.40233722871452426,0.0,-1.0,62.214285714285715,42.785714285714285,0.04785714285714289
1975-03-22,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,78.0,55.0,82.0,79.0,0.22558922558922553,55.666666666666664,0.25,0.0,-1.0,63.642857142857146,44.0,0.04785714285714289
1975-03-23,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,82.0,58.0,70.0,79.66666666666667,0.25739320920043823,57.666666666666664,0.2909379968203497,0.0,-1.0,65.21428571428571,44.92857142857143,0.03714285714285718
1975-03-24,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,70.0,48.0,72.0,76.66666666666667,0.06060606060606061,53.666666666666664,0.05826771653543314,0.0,-1.0,66.0,45.357142857142854,0.03714285714285718
1975-03-25,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,72.0,43.0,67.0,74.66666666666667,0.07348242811501601,49.666666666666664,-0.054945054945054944,0.0,-1.0,67.07142857142857,45.5,0.033571428571428606
1975-03-26,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.31,0.0,67.0,52.0,75.0,69.66666666666667,-0.011591148577450036,47.666666666666664,0.1217257318952235,0.10333333333333335,6.482758620689648,67.78571428571429,46.357142857142854,0.04142857142857147
1975-03-27,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.46,0.0,75.0,58.0,63.0,71.33333333333333,0.07252298263534215,51.0,0.2047477744807121,0.25666666666666665,5.85106382978723,69.92857142857143,48.142857142857146,0.06714285714285718
1975-03-28,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.12,0.0,63.0,39.0,42.0,68.33333333333333,-0.10728744939271252,49.666666666666664,-0.20291970802919712,0.2966666666666667,0.5849056603773577,70.57142857142857,48.92857142857143,0.07571428571428575
1975-03-29,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.11,0.0,42.0,34.0,57.0,60.0,-0.3981576253838281,43.666666666666664,-0.29896907216494845,0.23,0.43925233644859735,69.78571428571429,48.5,0.07642857142857147
1975-03-30,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,57.0,33.0,66.0,54.0,-0.1823770491803278,35.333333333333336,-0.3083832335329341,0.07666666666666666,-1.0,69.71428571428571,47.714285714285715,0.07642857142857147
1975-03-31,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,66.0,39.0,79.0,55.0,-0.055214723926380424,35.333333333333336,-0.1814092953523239,0.03666666666666667,-1.0,69.85714285714286,47.642857142857146,0.07142857142857147
1975-04-01,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,79.0,47.0,63.0,67.33333333333333,0.11830131445904961,39.666666666666664,-0.004538577912254182,0.0,-1.0,70.64285714285714,47.214285714285715,0.07142857142857147
1975-04-02,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,63.0,39.0,58.0,69.33333333333333,-0.09352517985611511,41.666666666666664,-0.16894977168949776,0.0,-1.0,69.5,46.92857142857143,0.07142857142857147
1975-04-03,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,58.0,31.0,66.0,66.66666666666667,-0.14616193480546796,39.0,-0.3176100628930818,0.0,-1.0,67.92857142857143,45.42857142857143,0.07142857142857147
1975-04-04,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,66.0,40.0,65.0,62.333333333333336,-0.014925373134328358,36.666666666666664,-0.09090909090909091,0.0,-1.0,67.0,44.0,0.07142857142857147
1975-04-05,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,65.0,51.0,65.0,63.0,-0.016216216216216186,40.666666666666664,0.16666666666666663,0.0,-1.0,66.07142857142857,43.714285714285715,0.07142857142857147
1975-04-06,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.09,0.0,65.0,60.0,64.0,65.33333333333333,0.0022026431718061047,50.333333333333336,0.3680781758957656,0.03,0.15596330275229328,64.85714285714286,43.857142857142854,0.07785714285714287
1975-04-07,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",2.38,0.0,64.0,53.0,74.0,64.66666666666667,-0.00665188470066522,54.666666666666664,0.19870759289176088,0.8233333333333333,8.602305475504323,64.42857142857143,44.214285714285715,0.24785714285714286
1975-04-08,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.14,0.0,74.0,56.0,76.0,67.66666666666667,0.14601769911504428,56.333333333333336,0.24050632911392397,0.87,-0.45706371191135736,64.57142857142857,45.142857142857146,0.2578571428571429
1975-04-09,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,76.0,57.0,63.0,71.33333333333333,0.16538882803943056,55.333333333333336,0.25274725274725274,0.84,-1.0,65.21428571428571,45.5,0.23571428571428574
1975-04-10,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.14,0.0,63.0,53.0,64.0,71.0,-0.021087680355160995,55.333333333333336,0.17405063291139233,0.09333333333333334,-0.3422818791946309,64.35714285714286,45.142857142857146,0.21285714285714288
1975-04-11,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,64.0,50.0,64.0,67.66666666666667,-0.00665188470066522,53.333333333333336,0.08864696734059094,0.04666666666666667,-1.0,64.42857142857143,45.92857142857143,0.20428571428571432
1975-04-12,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,64.0,44.0,58.0,63.666666666666664,-0.030303030303030304,49.0,-0.05666156202143957,0.04666666666666667,-1.0,66.0,46.642857142857146,0.19642857142857142
1975-04-13,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.3,0.0,58.0,52.0,70.0,62.0,-0.12216216216216214,48.666666666666664,0.08333333333333333,0.09999999999999999,0.3770491803278686,66.07142857142857,48.0,0.2178571428571429
1975-04-14,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,70.0,53.0,78.0,64.0,0.054897739504843855,49.666666666666664,0.08163265306122448,0.09999999999999999,-1.0,66.35714285714286,49.0,0.2178571428571429
1975-04-15,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,78.0,49.0,76.0,68.66666666666667,0.17672413793103436,51.333333333333336,-0.0029069767441861085,0.09999999999999999,-1.0,66.28571428571429,49.142857142857146,0.2178571428571429
1975-04-16,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,76.0,58.0,78.0,74.66666666666667,0.13071200850159415,53.333333333333336,0.1485148514851485,0.0,-1.0,67.21428571428571,50.5,0.2178571428571429
1975-04-17,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,78.0,68.0,81.0,77.33333333333333,0.1363163371488034,58.333333333333336,0.2795698924731182,0.0,-1.0,68.64285714285714,53.142857142857146,0.2178571428571429
1975-04-18,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,81.0,55.0,73.0,78.33333333333333,0.16188524590163944,60.333333333333336,0.014492753623188387,0.0,-1.0,69.71428571428571,54.214285714285715,0.2178571428571429
1975-04-19,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,73.0,45.0,76.0,77.33333333333333,0.0386178861788617,56.0,-0.16334661354581673,0.0,-1.0,70.28571428571429,53.785714285714285,0.2178571428571429
1975-04-20,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,76.0,48.0,77.0,76.66666666666667,0.06934673366834174,49.333333333333336,-0.09311740890688262,0.0,-1.0,71.07142857142857,52.92857142857143,0.21142857142857147
1975-04-21,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,77.0,52.0,77.0,75.33333333333333,0.06944444444444445,48.333333333333336,-0.016216216216216158,0.0,-1.0,72.0,52.857142857142854,0.04142857142857147
1975-04-22,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,77.0,63.0,79.0,76.66666666666667,0.06627101879327407,54.333333333333336,0.18072289156626511,0.0,-1.0,72.21428571428571,53.357142857142854,0.03142857142857146
1975-04-23,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,79.0,71.0,87.0,77.66666666666667,0.09072978303747531,62.0,0.3061760840998687,0.0,-1.0,72.42857142857143,54.357142857142854,0.03142857142857146
1975-04-24,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,87.0,71.0,86.0,81.0,0.1734104046242775,68.33333333333333,0.27599486521180994,0.0,-1.0,74.14285714285714,55.642857142857146,0.02142857142857146
1975-04-25,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,86.0,70.0,86.0,84.0,0.13584905660377367,70.66666666666667,0.22653316645807264,0.0,-1.0,75.71428571428571,57.07142857142857,0.02142857142857146
1975-04-26,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,86.0,73.0,83.0,86.33333333333333,0.11275415896487977,71.33333333333333,0.2342995169082125,0.0,-1.0,77.28571428571429,59.142857142857146,0.02142857142857146
1975-04-27,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,83.0,74.0,81.0,85.0,0.04968383017163508,72.33333333333333,0.2188235294117647,0.0,0.0,79.07142857142857,60.714285714285715,0.0
1975-04-28,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.35,0.0,81.0,63.0,88.0,83.33333333333333,0.014311270125223562,70.0,0.025581395348837174,0.11666666666666665,12.999999999999982,79.85714285714286,61.42857142857143,0.02500000000000003
1975-04-29,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,88.0,63.0,77.0,84.0,0.09219858156028371,66.66666666666667,0.00915331807780317,0.11666666666666665,-1.0,80.57142857142857,62.42857142857143,0.02500000000000003
1975-04-30,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,77.0,58.0,82.0,82.0,-0.045172719220549114,61.333333333333336,-0.07093821510297486,0.11666666666666665,-1.0,80.64285714285714,62.42857142857143,0.02500000000000003
1975-05-01,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,82.0,51.0,75.0,82.33333333333333,0.013239187996469524,57.333333333333336,-0.16686114352392067,0.0,-1.0,80.92857142857143,61.214285714285715,0.02500000000000003
1975-05-02,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.69,0.0,75.0,65.0,77.0,78.0,-0.06832298136645963,58.0,0.04959630911188001,0.22999999999999998,8.288461538461535,80.5,61.92857142857143,0.07428571428571432
1975-05-03,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.01,0.0,77.0,63.0,72.0,78.0,-0.046861184792219346,59.666666666666664,-0.0033898305084745922,0.2333333333333333,-0.8666666666666668,80.78571428571429,63.214285714285715,0.07500000000000002
1975-05-04,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,72.0,60.0,78.0,74.66666666666667,-0.10559006211180125,62.666666666666664,-0.06354515050167221,0.2333333333333333,-1.0,80.5,64.07142857142857,0.07500000000000002
1975-05-05,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,78.0,60.0,87.0,75.66666666666667,-0.03191489361702125,61.0,-0.07182320441988944,0.0033333333333333335,-1.0,80.57142857142857,64.64285714285714,0.07500000000000002
1975-05-06,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.33,0.0,87.0,68.0,85.0,79.0,0.07029876977152892,62.666666666666664,0.046153846153846156,0.11,2.347826086956521,81.28571428571429,65.0,0.0985714285714286
1975-05-07,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,85.0,61.0,87.0,83.33333333333333,0.040209790209790285,63.0,-0.051111111111111204,0.11,-1.0,81.71428571428571,64.28571428571429,0.0985714285714286
1975-05-08,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,87.0,61.0,87.0,86.33333333333333,0.06468531468531477,63.333333333333336,-0.04044943820224716,0.11,-1.0,81.71428571428571,63.57142857142857,0.0985714285714286
1975-05-09,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,87.0,60.0,82.0,86.33333333333333,0.06375545851528376,60.666666666666664,-0.04545454545454541,0.0,-1.0,81.78571428571429,62.857142857142854,0.0985714285714286
1975-05-10,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.0,0.0,82.0,67.0,75.0,85.33333333333333,0.006134969325153374,62.666666666666664,0.07322654462242559,0.0,-1.0,81.5,62.42857142857143,0.0985714285714286
1975-05-11,USW00003927,"DAL FTW WSCMO AIRPORT, TX US",0.38,0.0,75.0,63.0,84.0,81.33333333333333,-0.07325684024713153,63.333333333333336,0.02201622247972185,0.12666666666666668,2.0227272727272716,80.92857142857143,61.642857142857146,0.12571428571428575
